id;nombre_planta;nombre_comun;nombre_cientifico;reino;lugar_adaptacion;lugar_proviene;uso;como_ingerir;dosis;tipo;clase;orden;familia;genero;especie;imagen_planta
77;Albahaca;Albahaca, albacar corriente, albacar hembra, albacar macho albahaca.;Ocimum basilicum.;Plantae;En climas cálidos, ya que no sobrevive a las heladas.;Nativa de Irán, India, Pakistán y otras regiones tropicales de Asia.;Reduce el malestar estomacal y los vómitos, mejora las afecciones de las vías respiratorias, repele los mosquitos, activa el sistema inmunológico, reduce la ansiedad, estimula la producción de leche materna, combate el envejecimiento prematuro, mejora la salud de las arterias.  Si se trata de aliviar la indigestión y la acidez, para las úlceras en la boca y el mal aliento.;Como una infusión que se puede ingerir o simplemente para hacer gárgaras.;Para las gárgaras: se preparan 100 gramos de hojas en un litro de agua. Para ingerir: una taza después de comer.;Magnoliophyta.;Magnoliopsida;Lamiales.;Lamiaceae.;Ocimum;Ocimum basilicumL.;plantas/albahaca.jpg
8;Perejil;Perejil, peregil, prejil, peregrino.;Petroselinum crispum;Plantae;Huertos, jardines de toda Europa y en parte de Asia y zonas templadas de América.;Es originario de la isla de Cerdeña desde donde se extiende a todos los países del Mediterráneo.;Actúa como colirio ocular, anestésico, protege las paredes capilares, relajante, galactófago (detiene el exceso de producción de leche en las mujeres lactantes), aromático, favorecer la digestión, eliminación de líquidos corporales, el tratamiento de cálculos y piedras en el riñón, favorecer la menstruación.;Para pecas y arrugas consecuencias de afecciones del hígado y de los riñones  se usa la hoja fresca, 30 gr., bien machacada y se agrega una cucharada de agua, exprimir con una tela fina y aplicar en la parte afectada, es decir en la cara. En Bronquitis, Asma y otras afecciones se hierve 50 gr. en un litro de agua, durante 15 minutos.;tomar una taza en ayunas, y otra al acostarse, bien caliente.;Magnoliophyta;Magnolio;Apiales;Apiaceae;Petroselinum;Herbácea;plantas/perejil.jpg
39;Borraja;Borraja, aborraja, alcohelo, argabazo, borracha, lengua de buey.;Borago officinalis.;Plantae;Naturalizada en la región mediterránea, Asia Menor, zonas cálidas de Europa Occidental, África del Norte y Suramérica.;originaria de Líbano, Siria y Egipto.;Menopausia, infecciones respiratorias y urinarias.;Se le hace hervir con agua y se toma.;Una vez al día.;Magnoliophyta;Magnoliopsida;Violales.;Boraginaceae.;Borago;B. officinalis;plantas/borraja.jpg
68;Ajenjo;Ajenjo, absenta, absintio, ajenjo común, ajenjo mayor, hierba santa.;Artemisia absinthium;Plantae;Es posible encontrarla en casi todo el mundo debido a la poca dificultad de su cultivo.;Nativa de las regiones templadas de Europa, Asia y norte de África.;El ajenjo es conocido por mejorar el rendimiento y la salud del sistema digestivo. Gracias a sus componentes como la absintina y la anabsintina, se puede mejorar notablemente la digestión al estimular el sistema digestivo. Es perfecto para el tratamiento de afecciones como la indigestión, gases y la eliminación de parásitos intestinales. Antiguamente era utilizado como insecticida contra la polilla, que ataca a la ropa. Es una de las principales plantas en la elaboración del célebre licor de ajenjo o absenta y del vermú (el nombre de esta bebida proviene del nombre que recibe la planta en alemán, Wermutkraut).;Infusión. Se prepara con 7 gr de la sumidad florida de la planta, mezclado con un litro de agua hervida, dejándolo reposar durante 15 minutos. Tintura: Se pueden añadir 15 gotas a una infusión de menta o anís.;Se recomienda beber una o dos tazas al día como máximo, antes o luego de comer. Polvo. La dosis máxima es de 3 gramos / día. Tintura: Tomar 3 veces / día fuera de las comidas.;Magnoliophyta.;Magnoliopsida;Asterales.;Asteraceae;Artemisia;A. absinthium;plantas/ajenjo.jpg
19;Hierba piojera;Hierba piojera, cipresilla, hierba lombriguera, boja, guardarropa.;Santolina chamaecyparissus;Plantae;Se cría en collados y laderas arcillosas o pedregosas.;Originaria del sur de Europa, encontrándose también en el norte de África y en Norteamérica.;Analgésico y anti neurálgico,  para calmar el dolor de muelas. Antibacteriano y Anti Ulcerosa utilizado para combatir las Aftas o “llagas”bucales, mezclando la tintura madre de la planta con vinagre. Ayuda a limpiar y cicatrizar rápidamente las úlceras o lesiones en la boca. Se utiliza para evitar las polillas poniéndolo dentro de los cajones de ropa. Es usado para combatir la sarna y los piojos y de ahí la denominación de hierba piojera o matapiojos.;Para preparar se debe colocar las hojas de la planta y las semilla en agua, hacerla hervir y dejarla reposar por unos minutos.;Hacer varias “buches”del peparado.;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Santolina;Santolina chamaecyparissus;plantas/hierba_piojera.jpg
31;Llanten;Llanten, Llantén, cañamón, cinco venas, hierba de las siete venas.;Plantago major.;Plantae;Vive en todas las Antillas Mayores y Menores, Estados Unidos, las Bermudas, América Central y en Sudamérica.;En toda Europa y en el norte de África, así como en Asia Occidental.;Acelera la recuperación en el caso de catarros y gripes, se usa en casos de cistitis, mejora el funcionamiento de las vías respiratorias, combate el reumatismo, alivia el dolor de garganta, la tos y la afonía (gárgaras), reduce las hemorroides, por su efecto saciante es recomendada a personas que hacen dieta para adelgazar, detiene la diarrea, se usa en enjuagues bucales para mejorar la salud de las encías y curar llagas y heridas, alivia las picaduras de insectos, combate el herpes zoster, es muy útil en caso de rinitis, depura las sangre, está indicado en trastornos de riñones y vejiga, remedio natural para aliviar las dolencias intestinales como la inflamación.;1. Jugo: El jugo se extrae machacando varias hojas frescas y triturándolas. Luego se les hace pasar por un cedazo o paño limpio. Esto se utiliza para curar heridas y para el dolor de oídos. 2Infusión: Se prepara agregando agua hervida a una hoja grande o tres pequeñas. Se deja reposar y se endulza con Miel. Deben beberse caliente dos o tres tazas por día. Se utiliza para los resfríados. 3. Cocimiento: Hacer hervir un puñado de hojas secas en dos tazas de agua, durante 15 minutos. Colar y usar para el lavado de heridas y en gargaras. También es útil para resfríos y para curar heridas. 4. Lavados: Con el agua de una Infusión o de un cocimiento se humedece un paño o algodón y se limpia la herida. Esta fórmula es usada para curar heridas y tratar Conjuntivitis 5. Apósito de hojas: Se lavan previamente las hojas y se escaldan en agua hirviendo durante un minuto, para desinfectarlas. Para colocarlas sobre las úlceras y heridas no deben manipularse con los dedos, sino con pinzas estériles.;1, 2, 3 4 se recomienda usarla hasta que se cure. 5. Estas hojas se fijan mediante un vendaje, y hay que cambiarlas 2 ó 3 veces cada día.;Magnoliophyta;Magnoliopsida;Plantaginales.;Plantaginaceae.;Plantago;Plantago major;plantas/llanten.jpg
32;Tilo;Tilo, tilo de hoja ancha,​ tilo común o tilo de hoja grande.;Tilia platyphyllos;Plantae;Especie bastante exigente en humedad, puede habitar en suelos calizos o silíceos.;Extendido por gran parte de Europa, especialmente por el centro y sur, que alcanza hasta el oeste de Asia.;Diaforético sistema inmunitario, relajante y somnífero, ayuda a quienes padecen nerviosismo, antiespasmódico: ayuda a músculos que se estén contrayendo de forma desordenada, antiinflamatorio: tiene la cualidad de desinflamar músculos u órganos inflamados, por lo que disminuye el dolor de esa condición, diurético: ayuda a eliminar líquidos sobrantes del organismo, vasodilatador e hipotensor: ayuda a relajar los vasos sanguíneos y a disminuir la presión de la sangre. Utilizado contra la ansiedad, el insomnio, resfriados, síndromes gripales, tos irritante, asma, indigestiones, migrañas por disfunción hepatobiliar, espasmos gastrointestinales, gastritis.;En forma de infusión. Una cucharada de tilo es suficiente por taza. Dejándola hervir 4 minutos y en reposo durante 20 es suficiente para hacerte un té de tilo natural. Las bolsitas o en su defecto la tila en hierba debería de ser de unos 3 gr de inflorescencias por taza agua hervida, dejándolo diez minutos.;1 taza después de las comidas y 1 antes de acostarse, se pueden tomar hasta un litro diario. La tila también se puede añadir al agua de baño.;Magnoliophyta;Magnoliopsida;Malvales;Malvaceae;Tilia;Tilia platyphyllos;plantas/tilo.jpg
33;Margarita;Margarita, chiribita, margarita común, pascueta o vellorita.;Bellis perennis;Plantae;Introducida en el resto del mundo.;Nativa de Europa y Norte de África hasta Asia Central;Sirve para los resfríos y gripe, también para un tracto respiratorio, sirve para el dolor articular y reumático, para cicatrizar las heridas, frenar hemorragias y herida a la piel, sirve para un remedio homeopático.;Para preparar se debe mesclar: 3g de flores secas, 20ml de agua, hacer hervir y dejarla reposar 10 minutos.;Servir hasta tres tazas al día.;Magnoliophyta;Magnoliopsida;Asterales;Asteraceae;Bellis;B. perennis;plantas/margarita.jpg
34;Clavel;Clavel, Minutisa, Clavel del Japón, macetilla, manutisa.;Dianthus caryophyllus;Plantae;Es cultivada prácticamente por todo el planeta.;Originaria de la zona mediterránea, aunque también conocida en la península ibérica.;"1. Enfermedades del corazón y la arteriosclerosis. 2 como remedio eficaz para la neumonía y bronconeumonía.  3. Contra la anemia y el raquitismo, particularmente de niños y mujeres embarazadas,  
4. Para melancolía y flatos. 5. Los baños con el cocimiento de esta planta es un buen remedio contra la hinchazón de los pies que sufren las mujeres embarazadas.";1. La infusión de los pétalos (de una flor pequeña o la mitad de los que tiene una flor grande, para un jarro de agua hirviendo). Esta infusión, endulzada con miel de abejas o chancaca se usa contra los malestares del pecho, angina y tos. 2.  El cocimiento de los pétalos de medio Clavel, cinco florecitas de Kiswara para un jarro de agua. 3. Se recomienda el jarabe que se prepara con las flores de esta planta, hinojo y miel de abejas o chancaca. 4. La noche anterior se macera los pétalos en agua.;1. Tomar hasta que se alivie  2. Se recomienda tomar durante varios días. 3. Tomar hasta que se alivie. 4. Beber por la mañana.;Magnoliophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;D. caryophyllus;plantas/clavel.jpg
40;Papa;Papa, papa del Perú, patata, patatera, patato, papa americana.;Solanum tuberosum.;Plantae;Se cultiva en todas las regiones del mundo.;Originaria de la región que hoy comprendería al altiplano sur del Perú y al noroeste de Bolivia.;1. Para problemas estomacales, 2. Para problemas intestinales, 3.	Para la acidez estomacal, 4.Para la gastritis, 5. Para males del hígado, 6. Como cicatrizante, 7.Para golpes.;1. Pelar varias papas y machacarlas, filtrar el zumo con un cernidor. 2. Lavar una papa grande y cortar en trozos, colocar en una taza de agua una pizca de sal y dejar reposar durante una noche, cernir y beber el agua. 3. Lavar 4 papas grandes, rallarlas con cáscara y exprimirlas a través de un lienzo para obtener su jugo. 4. Pelar una papa y rallarla, exprimir la papa rallada en un paño limpio o presionarla en un cernidor fino. 5. Pelar una papa grande y hervir la cáscara en una taza de agua, cernir y beber la infusión, o pelarla y machacarla, filtrar el jugo con un cernidor. 6. Rallar 2-3 patatas crudas y mezclar con leche, envolver el preparado en un paño limpio y aplicarlo sobre la piel, en aquellas zonas inflamadas o con heridas. 7. Lavar bien 1-2 papas, aplastarlas hasta formar una pasta y colocarla en los chichones, o aplicar las rodajas de papa pelada sobre la zona afectada.;1,5. Tomar media taza un par de veces al día. 2. Tomar todas las mañanas en ayunas, durante varias semanas. 3. Beber dosis de 100 gramos, 3 veces antes de las comidas. Se sugiere preparar fresco, poco antes de tomar. 4. Beber el jugo puro de papa extraído en ayunas.;Magnoliophyta;Magnoliopsida;Solanales.;Solanaceae.;Solanum;Solanum tuberosum;plantas/papa.jpg
49;Rabano;Rabano, rábano blanco, rábano japonés o daikon.;Raphanus sativus;Plantae;Introducido y cultivado en casi todo el mundo.;Originaria de Eurasia y o del Mediterráneo oriental.;Combate las enfermedades cardiovasculares: el rábano es alto en potasio, el cual incide saludablemente en la regularización de la presión arterial, uno de los principales factores de riesgo de las enfermedades cardiovasculares. También cuenta con un tipo de flavonoide que tiene propiedades antinflamatorias, lo que ayuda a la correcta circulación sanguínea. Actúa para limpiar los riñones, la vejiga, la próstata, los testículos y la vía digestiva, eliminando virus, toxinas y otros agentes causantes de enfermedades. Además, los rábanos desintoxican el hígado y la vesícula biliar, lo que ayuda a liberar las enzimas que los defienden de varios tipos de infecciones.;Es consumida en todo el mundo, frecuentemente crudo en ensaladas. Proporciona interesantes nutrientes al organismo. Por lo general los rábanos se comen crudos, laminados o rallados, aunque también pueden formar parte de cremas o sopas. Las hojas del rábano se pueden emplear para hacer cremas o en ensaladas, purés, sopas, guisos, etc.;Beber 1 vaso de jugo al día.;Magnoliophyta;Magnoliopsida;Capparales.;Brassicaceae (Cruciferae).;Raphanus;R. sativus;plantas/rabano.jpg
51;Poleo;Poleo, poleo blanco, muña o poleo de Quito, muña.;Minthostachys mollis.;Plantae;Crece entre los 2.700 y los 3.400 m s.n.m. y es muy difundido en las regiones andinas.;Originaria de Argentina, Bolivia, Colombia, Ecuador, Perú y Venezuela.;Debido a sus propiedades beneficiosas para el aparato digestivo, se utiliza para eliminar los gases, para las digestiones pesadas y para las indigestiones. También es útil para los problemas del hígado, para algunas afecciones de la piel y para ahuyentar insectos en general.;Para preparar una infusión de poleo, necesitas tres cucharadas de la planta de poleo seca y una taza de agua. Pon a hervir en un cazo una taza de agua, y cuando rompa a hervir, añade la planta dejándola en el fuego durante unos 3 minutos antes de apagar el fuego. Tapa la infusión y deja reposar 5 minutos antes de colar para separar los restos de la planta del líquido resultante. Puedes tomar el líquido resultante al que le puedes añadir una cucharada de miel o de azúcar para endulzar, si lo deseas.;Tomar de 2 o 3 tazas al día, antes, durante, o después de las comidas.;Magnoliophyta;Magnoliopsida;Lamiales;Lamiaceae.;Mentha;Minthostachys mollis.;plantas/poleo.jpg
60;Santa Maria;Santa Maria, hierba de Santa María, balsamita y Menta coca.;Tanacetum parthenium;Plantae;En lugares baldíos, setos y lugares rocosos.;En Albania, Bulgaria, Grecia y antigua Yugoslavia.;Se usa para reducir la fiebre, tratar el dolor de cabeza, artritis, problemas digestivos. Para el dolor de cabeza, fiebres tomar baños fríos con la infusión de hojas de santa maría, problemas en la menstruación, ulceras cancerosas, Vómitos;Dolor de Cabeza: Hacer reposar 20 gr de hojas de santa maría en ½ litro de agua tibia, agregar el jugo de 2 limones y dejar reposar por 30 minutos, realizar baños con este preparado mojando bien la cabeza. Dolor y Fiebres: Tomar baños fríos con la infusión de hojas de santa maría. Lombrices intestinales: La infusión de una ramita en un jarro de agua bien caliente. Problemas en la menstruación: La infusión de una ramita más chica (del tamaño del dedo chico), en un jarro de agua hirviendo, es un excelente tónico, se usa contra las indigestiones o empacho y para corregir.  Vómitos: Decocción de 15 Gr. de raíz de santa maría en un litro de agua.;Lombrices intestinales: beber 1 vaso 2 veces al dia. Vomitos: Tomar una taza antes de las comidas.;Magnoliophyta.;Magnoliopsida.;Asterales;Asteraceae;tanacelum;Tanacetum parthenium (L.);plantas/santa_maria.jpg
73;Pelito de Choclo;Pelito de Choclo;Zea mays;Plantae;En temperatura entre los 15 a 20ºC.;Originaria y domesticada por los pueblos indígenas en el centro de México.;Gracias a sus propiedades antiinflamatorias, la infusión de pelo de choclo es muy beneficiosa para aliviar desde cefaleas a dolores articulares y mejorar las condiciones de los resfriados y gripes. Regula la presión arterial alta, es congestionante, ayuda a desintoxicar el cuerpo, regula el azúcar en la calle.;Hervir un litro de agua, cuando haya llegado a la ebullición debemos reducir el fuego y procederemos a añadir el pelo del choclo, lo dejamos por 2 minutos, apagamos el fuego y lo dejamos que repose. Finalmente consumirlo con una porción moderara de azúcar.;Tomar de entre 3 a 4 tazas al día.;Magnoliophyta.;Liliopsida;Poales.;Poaceae;Zea;Zea mays;plantas/pelito_de_choclo.jpg
3;Diente de Leon;Diente de león, amargón, radicha, radicheta, panadero, peeta.;Taraxacum officinale;Plantae;En la actualidad se ha extendido prácticamente por todos los continentes.;Hay indicios serios sobre una procedencia europea.;Se consumen en ensalada y se le han atribuido numerosas propiedades medicinales como: purificar el organismo de elementos tóxicos. Puede actuar en el hígado, riñón y la vesícula biliar, y con su efecto diurético evita la aparición de piedras en el riñón. También es un tónico digestivo contra el estreñimiento y la resaca de alcohol. Para uso tópico es eficaz para limpiar la impurezas de la piel, acné, urticaria.;"Cuando tengas la planta, selecciona solamente las hojas y la raíz, deja de lado las flores, ya que éstas le pueden dar un gusto demasiado amargo a la infusión. Lava muy bien las partes escogidas para limpiarlas de tierra y desechos.
Las hojas para tu infusión pueden ser frescas: recién recogidas y lavadas; o secas: recogidas masivamente y deshidratadas al sol. Es importante que no guardes las hojas frescas por mucho tiempo, ya que éstas pueden dañarse. Si quieres tener una buena reserva, lo mejor es que las deshidrates.
Como cualquier hierba aromática, el diente de león infusionará en agua muy caliente o hirviendo. Sólo debes añadir un pequeño puñado de hojas a una taza de agua y dejar infusionar por cinco minutos. Te recomendamos que tomes el agua caliente.";1 vez al día.;Magnoliopsida;Magnoliophyta;Astrales;Lauraceae;Taraxacum;Taraxacum officinale;plantas/diente_de_leon.jpg
78;Floripondio;Floripondio, guanto, burundanga, chila blanca.;Brugmansia.;Plantae;Se encuentra naturalizada o cultivada en todo el mundo.;Nativa de América del Sur crece de manera silvestre también en América central.;Como sedante para dormir, se utilizan sus flores, una sola flor para una botella de agua hirviendo. Se debe tener mucho cuidado en usar más cantidad porque es muy tóxico y podría resultar peligroso. Sirven estas gotas como calmantes de los dolores del estómago y de la vesícula.;Se pueden usar también maceradas en una taza de alcohol 4 flores de floripondio metidas en una botella por una semana y tomar en gotas, 15 gotas mezcladas en media taza de agua tibia para dormir.;15 gotas mezcladas en media taza de agua tibia para dormir.;Magnoliophyta.;Dicotyledons;Solanales.;Solanaceae.;Brugmansia;Arbustiva;plantas/floripondio.jpg
79;Manzana;Manzana, Lodi, McIntosh, Newtown/Pippin, Old Apple.;Malus domestica.;Plantae;Adaptada en Estados Unidos y se extendió por todo el territorio Americano (centro y sur).;Provienen de los bosques Tian Shan, una zona límite entre China, Kazajistán y Kirguistán.;Favorece la eliminación de líquidos corporales, siendo muy adecuada en casos de obesidad, enfermedades reumáticas. Por su contenido en cistina y arginina, así como el ácido málico, resulta muy adecuada para eliminar las toxinas que se almacenan en el cuerpo y que, además de combatir o impedir las enfermedades anteriormente citadas, son muy adecuadas en afecciones como ácido úrico, gota, y el tratamiento de enfermedades relacionadas con los riñones, como los cálculos o la insuficiencia renal.;Cruda y con cascara, en jugo, batidos con otras frutas, al horno, en una ensalada y como postres.;No tiene restricción.;Magnoliophyta.;magnoliopsida;Rosales.;Rosaceae.;Malus;Malus domestica;plantas/manzana.jpg
86;Yacon;Yacon, chicama, yacón.;Smallanthus sonchifolius.;Plantae;zonas cálidas y templadas de la Cordillera de los Andes;Se produce en estado silvestre en Colombia, Ecuador y Perú;Las raíces comestibles contienen inulina, un azúcar no digerible, lo que significa que aunque tienen un sabor dulce, estas azúcares no son asimiladas al metabolismo humano. Es por esto que las raíces pueden ser consumidas y utilizadas para el tratamiento del colesterol y la diabetes y se utiliza cada vez más como prebiótico y edulcorante.;El Yacón puede consumirse como fruta cruda o en forma de jugo, siempre en forma natural.;El Yacón puede consumirse como fruta cruda o en forma de jugo, siempre en forma natural.;Magnoliophyta.;Magnoliopsida;Asterales;Asteraceae;Smallanthus;S. sonchifolius;plantas/yacon.jpg
93;Tomillo;Tomillo, tomillo alcanforado, tomillo ansero, tomillo blanco.;Thymus vulgaris;Plantae;Se encuentra en laderas soleadas de suelo calcáreo.;Originaria de Europa central y meridional.;El tomillo tiene componentes muy interesantes entre los que destacamos el aceite esencial con fenoles como timol y carvacol, flavonoides y terpenoides. Estos componentes le confieren al tomillo de propiedades antibacteriana, hipotensiva, antivírica, expectorante, antiinflamatoria, antiséptica, digestiva, mucolítica, antioxidante, carminativa, antifúngica, analgésica, demulcente, antitóxica y diurética.;Basta una cucharada sopera rasa de la planta por cada taza de agua. Se hierve de 1 a 3 minutos, se deja reposar y se filtra;Con unos algodones o gasas, aplícala dando golpecitos sobre la zona donde tengas acné. El tomillo ayuda a eliminar las espinillas y los granos y a limpiar la piel. Hazlo una vez al día.;Magnoliophyta.;Magnoliopsida;Lámiales.;Lamiaceae;Thymus;Thymus vulgaris;plantas/tomillo.jpg
98;Tomate de arbol;Tomate de árbol, tomate andino, mango nórdico, tomate serrano.;Solanum betaceum.;Plantae;Crece en climas propios del bosque húmedo montañoso con temperaturas que se encuentran entre los 13 y 24 °C;Originario de Perú, Colombia, Ecuador, Bolivia, Argentina y Venezuela.;Los usos medicinales que se le atribuyen en Colombia y Ecuador están relacionados con las afecciones de garganta y gripe. El fruto o las hojas, previamente calentadas, se aplican durante la inflamación de amígdalas o anginas.;Es un fruto que se puede consumir crudo o cocinado, en platos salados o en postres, es muy habitual hacer mermeladas, zumos y salsas picantes o especiadas con tomate de árbol, tanto como abrirlo por la mitad, espolvorear azúcar y comer directamente con una cuchara.;Consumir el fruto fresco en ayuno para la gripe.;giospermae.;Magndiopsida.;Solanales.;Solanaceae.;Solanum;Solanum betaceum;plantas/tomate_de_arbol.jpg
46;Cedron;Cedrón, cedron, cidrón, hierbaluisa o verbena de Indias, yerba cidrera;Aloysia citrodora.;Plantae;Cultivada en las zonas templadas.;Nativa de América del Sur Ecuador, Argentina, Paraguay, Brasil, Uruguay, Chile, Bolivia, Colombia y Perú.;Tiene propiedades antiinflamatorias, sirve para la expulsión de gases, para el insomnio y transformó nervioso.;Colocar 2 ramitas de cedrón en 1 litro de agua que esté hirviendo apagar, colar y endulzar con miel de abeja.;Tomar en las mañanas y en las noches.;Magnoliophyta;Magnoliopsida.;Lamiales.;Verbenaceae.;Aloysia;Aloysia citriodora Palau;plantas/cedron.jpg
